epoch,train_loss,val_loss,val_acc,test_acc
1,0.6999487023800611,0.698343851417303,0.49296875,0.49484375
2,0.694403930194676,0.6950061395764351,0.5044921875,0.5
3,0.6909060264006257,0.6942995116114616,0.5166015625,0.51
4,0.6886785170063376,0.6921408407390117,0.5205078125,0.52328125
5,0.6820220969617367,0.681818901002407,0.5611328125,0.56484375
6,0.6726160494610667,0.6733506672084332,0.591015625,0.5890625
7,0.6588016061112285,0.6584991127252579,0.63359375,0.6334375
8,0.6411640778183937,0.6358893923461437,0.680078125,0.683125
9,0.6172702958807349,0.6116886921226978,0.7142578125,0.7253125
10,0.589086857996881,0.5809959761798382,0.750390625,0.7628125
11,0.5552870403975249,0.5477864388376474,0.7904296875,0.796875
12,0.5199359002523124,0.5143168725073337,0.818359375,0.8365625
13,0.4865400010719895,0.4867583267390728,0.828125,0.8440625
14,0.4576260552741587,0.45859584733843806,0.840625,0.85921875
15,0.4288366142660379,0.43224446959793567,0.8556640625,0.87109375
16,0.4014259062707424,0.4130737163126469,0.85859375,0.87453125
17,0.3783460570499301,0.3872339464724064,0.870703125,0.88921875
18,0.35476892632432283,0.3641010016202927,0.8892578125,0.8990625
19,0.3326286928262562,0.3465369548648596,0.8939453125,0.91015625
20,0.3137310458347201,0.3217924788594246,0.9099609375,0.92203125
21,0.2972613006364554,0.3161679819226265,0.9041015625,0.9221875
22,0.2842940858565271,0.30592745803296567,0.9052734375,0.91984375
23,0.27126260753721,0.29097852297127247,0.919140625,0.92984375
24,0.26200956124812363,0.27537769060581924,0.9271484375,0.94296875
25,0.2514500945340842,0.2744654962792993,0.923828125,0.935
26,0.24271269319579006,0.26253389101475477,0.92890625,0.93765625
27,0.23561887857504188,0.25596413780003785,0.92890625,0.943125
28,0.22733138345647602,0.25113296154886483,0.9353515625,0.945625
29,0.2227758631343022,0.25586237804964185,0.9296875,0.93859375
30,0.21690489407628774,0.24171039927750826,0.9376953125,0.949375
31,0.2126342848641798,0.234666368085891,0.94296875,0.95203125
32,0.20795678987633437,0.22895132666453719,0.9462890625,0.9534375
33,0.20473175847437233,0.2289519850164652,0.94453125,0.95046875
34,0.20235846089199186,0.22337762657552956,0.9451171875,0.9540625
35,0.1989375107223168,0.22676066346466542,0.9427734375,0.95140625
36,0.19674912360496818,0.22037021033465862,0.9494140625,0.95640625
37,0.19358115068171172,0.21745445523411036,0.94921875,0.955625
38,0.19135068727191537,0.21784867998212576,0.94765625,0.9575
39,0.19031497659161686,0.21800299286842345,0.946484375,0.95703125
40,0.18737152020912617,0.21571031268686056,0.9470703125,0.9565625
41,0.18640556356403976,0.21510006496682763,0.9482421875,0.95765625
42,0.18492716553155333,0.2182643941603601,0.944140625,0.95234375
43,0.18377777074929327,0.21475484548136592,0.9505859375,0.9590625
44,0.18346961408387868,0.21043959511443971,0.949609375,0.95890625
45,0.18085467666387559,0.21266684019938112,0.946875,0.95984375
46,0.1790470941225067,0.2083426862023771,0.948828125,0.9565625
47,0.17974224188365043,0.21062096655368806,0.94921875,0.955625
48,0.1780584895052016,0.21054111905395984,0.948828125,0.95921875
49,0.17804391710087658,0.21538689462468028,0.9462890625,0.9553125
50,0.17779203606769442,0.20439825700595976,0.9509765625,0.9575
51,0.1746183762094006,0.2170595707371831,0.94609375,0.95234375
52,0.17549875837285073,0.20583188626915216,0.9513671875,0.9590625
53,0.17472799558890983,0.20660471031442285,0.951171875,0.95828125
54,0.17384731979109347,0.20398657573387027,0.9537109375,0.95859375
55,0.17422647606581448,0.20869674291461707,0.9478515625,0.95546875
56,0.17332526377867907,0.20199041301384568,0.9513671875,0.95875
57,0.1714776700013317,0.20670308768749238,0.950390625,0.95828125
58,0.1719963219948113,0.2041734059341252,0.95,0.95953125
59,0.1719429451972246,0.20693333204835654,0.9515625,0.95859375
60,0.17117023395840078,0.2048993927426636,0.95234375,0.959375
61,0.16934030142147094,0.20407053017988802,0.952734375,0.95953125
62,0.16898959171958267,0.20153429582715035,0.9533203125,0.9584375
63,0.16919750471133738,0.2046842033043504,0.949609375,0.9575
64,0.1684024824760854,0.20510939229279757,0.9501953125,0.956875
65,0.168765935418196,0.19915438238531352,0.953125,0.960625
66,0.16813364785630255,0.20158594334498048,0.9529296875,0.9584375
67,0.16833649221807717,0.2093126267194748,0.94921875,0.9553125
68,0.16733551062643529,0.2034662516787648,0.9521484375,0.95859375
69,0.1663894050521776,0.20619164034724236,0.95,0.95921875
70,0.16691413833759725,0.20034005213528872,0.95390625,0.9596875
71,0.1663226245669648,0.198876076284796,0.9529296875,0.9596875
72,0.1662224086932838,0.20276373820379376,0.9501953125,0.95625
73,0.16477715290384368,0.20441509392112495,0.949609375,0.9584375
74,0.16546569537604228,0.2067885769531131,0.9501953125,0.95625
75,0.16478023225208743,0.20100620025768876,0.9517578125,0.95921875
76,0.1634483128786087,0.20852843960747122,0.9498046875,0.9559375
77,0.16536982050165533,0.21011285865679383,0.946875,0.9590625
78,0.16383209156338124,0.20673231184482574,0.94609375,0.95609375
79,0.16375448647886515,0.21222677147015928,0.948828125,0.95625
80,0.1629331008763984,0.20453575830906628,0.950390625,0.95875
81,0.16349652510834858,0.20285863876342775,0.952734375,0.96046875
82,0.1619153340579942,0.2026563011109829,0.950390625,0.9596875
83,0.1629212040337734,0.20895864525809885,0.9478515625,0.95328125
84,0.16225737654604017,0.19917780496180057,0.9513671875,0.95796875
85,0.16180898582097142,0.20500401463359594,0.95,0.95546875
